"","Genename","Heart_ZT0_1","Heart_ZT0_2","Heart_ZT12_1","Heart_ZT12_2","Liver_ZT0_1","Liver_ZT0_2","Liver_ZT12_1","Liver_ZT12_2"
"ENSMUSG00000021209.13","Ppp4r4",21,13,25,5,752,1998,416,298
"ENSMUSG00000061947.11","Serpina10",0,2,0,0,11042,21992,5998,3280
"ENSMUSG00000060807.8","Serpina6",0,0,0,0,1718,2605,3537,3420
"ENSMUSG00000071178.12","Serpina1b",3,8,12,1,118339,162552,69358,56779
"ENSMUSG00000066366.15","Serpina1a",2,0,0,0,42508,44689,28107,18868
"ENSMUSG00000079015.3","Serpina1c",2,3,0,0,46216,43402,14726,16458
"ENSMUSG00000072849.11","Serpina1e",31,10,19,3,298128,387783,187157,84436
"ENSMUSG00000063232.17","Serpina11",0,0,0,0,1543,1644,779,491
"ENSMUSG00000058260.3","Serpina9",11,2,4,2,56,50,69,37
"ENSMUSG00000041567.4","Serpina12",4,5,3,1,3422,5749,2116,1691
"ENSMUSG00000041550.5","Serpina5",0,0,0,0,16,33,3,2
"ENSMUSG00000066364.3","Serpina3b",0,1,0,0,1,9,0,0
"ENSMUSG00000066361.4","Serpina3c",22,21,29,9,29,49,18,4
"ENSMUSG00000066363.13","Serpina3f",8,6,2,3,36,165,23,22
"ENSMUSG00000041481.18","Serpina3g",6,15,24,3,66,188,34,41
"ENSMUSG00000079014.5","Serpina3i",4,5,3,3,8,17,2,1
"ENSMUSG00000079012.12","Serpina3m",3,2,3,0,17163,33881,10144,7463
"ENSMUSG00000021091.9","Serpina3n",544,362,496,114,19118,37542,12205,5251
"ENSMUSG00000041415.12","Dicer1",1384,1142,1423,519,703,1076,639,402
"ENSMUSG00000021097.16","Clmn",76,76,86,28,1622,2652,2528,1840
"ENSMUSG00000054150.13","Syne3",213,172,273,86,44,47,64,53
"ENSMUSG00000021102.5","Glrx5",1688,1353,1640,648,1133,1232,787,746
"ENSMUSG00000094910.2","D430019H16Rik",32,13,28,10,24,22,12,22
"ENSMUSG00000021070.7","Bdkrb2",16,11,8,4,2,4,4,0
"ENSMUSG00000041341.11","Atg2b",1120,878,950,385,665,1027,419,344
"ENSMUSG00000044715.8","Gskip",322,232,222,91,130,194,141,102
"ENSMUSG00000041323.7","Ak7",3,5,2,0,18,19,31,5
"ENSMUSG00000021111.16","Papola",4138,3350,3050,1092,1949,3754,1335,915
"ENSMUSG00000021115.16","Vrk1",189,216,272,91,99,148,91,50
"ENSMUSG00000048251.16","Bcl11b",84,83,96,34,0,3,4,0
"ENSMUSG00000056770.16","Setd3",3217,2660,3065,1133,1555,2152,1238,998
"ENSMUSG00000021258.11","Ccnk",1328,1040,885,314,397,514,230,128
"ENSMUSG00000084883.3","Ccdc85c",1796,1402,1566,515,287,271,181,131
"ENSMUSG00000021260.9","Hhipl1",53,55,113,39,11,15,22,21
"ENSMUSG00000021259.6","Cyp46a1",16,4,25,6,31,28,18,35
"ENSMUSG00000058070.15","Eml1",1814,1475,1694,676,13,20,27,27
"ENSMUSG00000021262.16","Evl",161,178,230,80,32,33,32,15
"ENSMUSG00000021263.12","Degs2",9,5,12,0,1,1,9,1
"ENSMUSG00000021264.13","Yy1",1558,1227,1766,660,986,1885,825,553
"ENSMUSG00000021265.4","Slc25a29",346,187,252,108,45,56,26,22
"ENSMUSG00000048856.10","Slc25a47",381,234,216,58,8561,12701,5541,4852
"ENSMUSG00000021266.17","Wars1",1498,1244,1293,462,637,1043,220,138
"ENSMUSG00000040877.17","Wdr25",190,137,177,57,89,127,52,45
"ENSMUSG00000040867.14","Begain",14,17,8,9,0,0,0,0
"ENSMUSG00000085925.4","Rtl1",10,3,1,1,0,0,0,0
"ENSMUSG00000075707.7","Dio3",2,2,2,0,2,0,0,0
"ENSMUSG00000017843.15","Ppp2r5c",3821,3090,3797,1543,825,1201,663,517
"ENSMUSG00000018707.14","Dync1h1",10822,10212,12849,4375,2030,2794,1292,829
"ENSMUSG00000056508.7","1700001K19Rik",125,99,101,37,4,2,1,0
"ENSMUSG00000021270.14","Hsp90aa1",10023,8103,3302,818,6438,11087,1220,765
"ENSMUSG00000037957.15","Wdr20",754,676,675,311,289,645,238,175
"ENSMUSG00000056458.17","Mok",25,13,16,8,3,9,3,1
"ENSMUSG00000021271.6","Zfp839",637,522,684,163,293,403,143,177
"ENSMUSG00000021276.11","Cinp",493,379,433,160,357,463,172,142
"ENSMUSG00000021275.17","Tecpr2",632,487,524,192,306,509,117,104
"ENSMUSG00000037904.15","Ankrd9",1502,1087,1004,429,46,41,15,9
"ENSMUSG00000037896.18","Rcor1",940,719,745,316,401,697,224,139
"ENSMUSG00000021277.17","Traf3",1109,908,824,279,330,761,109,79
"ENSMUSG00000021278.8","Amn",0,0,0,0,3,0,5,3
"ENSMUSG00000021279.6","Cdc42bpb",2285,2130,2403,818,814,1579,738,473
"ENSMUSG00000021280.10","Exoc3l4",45,27,66,18,4,17,7,2
"ENSMUSG00000021281.16","Tnfaip2",870,647,680,170,152,198,75,64
"ENSMUSG00000021282.18","Eif5",4676,3945,3828,1383,3044,5024,3420,2469
"ENSMUSG00000007411.17","Mark3",960,766,913,275,516,657,261,224
"ENSMUSG00000001270.10","Ckb",991,847,824,314,119,110,86,50
"ENSMUSG00000060950.13","Trmt61a",229,173,153,38,146,189,63,44
"ENSMUSG00000049792.7","Bag5",619,437,594,186,211,306,229,147
"ENSMUSG00000037787.15","Coa8",590,527,607,216,189,269,248,243
"ENSMUSG00000021288.20","Klc1",2706,2231,2516,887,303,351,195,100
"ENSMUSG00000021287.13","Xrcc3",11,3,8,4,10,10,16,2
"ENSMUSG00000021286.9","Zfyve21",824,686,828,333,480,544,452,317
"ENSMUSG00000021285.16","Ppp1r13b",720,630,619,263,122,241,149,90
"ENSMUSG00000021290.7","Atp5mj",5000,3788,4669,1987,1409,1844,993,1123
"ENSMUSG00000054003.14","Tdrd9",4,3,1,2,1,2,0,1
"ENSMUSG00000037686.7","Aspg",5,15,21,1,3320,3709,2116,1751
"ENSMUSG00000021294.8","Kif26a",774,684,841,258,7,10,10,8
"ENSMUSG00000043122.8","A530016L24Rik",1301,1111,1590,474,0,0,0,5
"ENSMUSG00000054013.7","Tmem179",204,151,487,153,0,0,0,1
"ENSMUSG00000037679.10","Inf2",644,573,1027,292,925,1245,707,414
"ENSMUSG00000011148.15","Adss1",3551,2975,3670,1459,170,308,186,162
"ENSMUSG00000064326.14","Siva1",348,260,315,137,55,75,35,45
"ENSMUSG00000001729.15","Akt1",6097,5486,5321,2009,850,1318,886,476
"ENSMUSG00000037638.6","Zbtb42",252,191,197,69,116,112,78,51
"ENSMUSG00000072825.13","Cep170b",596,468,491,194,811,1062,509,249
"ENSMUSG00000052160.8","Pld4",208,156,255,94,216,234,155,82
"ENSMUSG00000118667.1","Ahnak2",237,211,289,117,16,6,3,2
"ENSMUSG00000037594.12","Clba1",51,43,47,30,13,27,18,7
"ENSMUSG00000047832.10","Cdca4",205,132,168,58,48,91,55,26
"ENSMUSG00000021298.9","Gpr132",16,8,27,5,10,11,4,3
"ENSMUSG00000002799.7","Jag2",1432,1071,1337,498,5,1,5,0
"ENSMUSG00000002804.5","Nudt14",124,111,145,49,188,228,146,155
"ENSMUSG00000011158.9","Brf1",712,589,783,248,247,318,223,190
"ENSMUSG00000021143.11","Pacs2",2261,1935,1771,610,367,476,236,211
"ENSMUSG00000012211.14","Tex22",2,0,1,3,0,0,0,0
"ENSMUSG00000021144.15","Mta1",1556,1341,1317,505,454,625,438,185
"ENSMUSG00000006356.11","Crip2",29266,22892,25064,11355,2189,2190,297,146
"ENSMUSG00000006360.12","Crip1",1040,844,874,320,59,81,69,36
"ENSMUSG00000037466.14","Tedc1",17,8,11,5,1,1,1,0
"ENSMUSG00000049036.8","Tmem121",1,2,4,1,0,0,0,0
"ENSMUSG00000042063.12","Zfp386",481,351,694,220,121,197,185,142
"ENSMUSG00000011171.12","Vipr2",50,25,44,11,0,0,0,0
"ENSMUSG00000042050.9","Dync2i1",117,115,176,58,108,125,44,53
"ENSMUSG00000021171.9","Esyt2",1562,1278,1629,552,370,710,401,254
"ENSMUSG00000042029.8","Ncapg2",81,78,130,42,28,22,26,15
"ENSMUSG00000056553.15","Ptprn2",13,15,32,6,5,2,2,2
"ENSMUSG00000041992.10","Rapgef5",1697,1372,1711,768,107,283,116,91
"ENSMUSG00000021175.16","Cdca7l",8,1,3,0,8,1,2,3
"ENSMUSG00000018581.16","Dnah11",0,1,1,0,1,4,0,2
"ENSMUSG00000025323.11","Sp4",266,199,444,145,54,107,95,58
"ENSMUSG00000025321.15","Itgb8",82,59,65,33,15,20,13,6
"ENSMUSG00000041886.8","Macc1",0,0,1,0,2,5,3,1
"ENSMUSG00000048004.16","Tmem196",63,33,93,39,0,0,0,0
"ENSMUSG00000021218.11","Gdi2",4336,3579,4582,1681,4552,6912,3907,3142
"ENSMUSG00000033799.11","Tasor2",753,635,663,250,163,433,146,82
"ENSMUSG00000033781.8","Asb13",404,351,497,178,1077,1399,468,267
"ENSMUSG00000021215.16","Net1",348,281,542,183,1642,2672,595,524
"ENSMUSG00000033715.16","Akr1c14",224,179,328,124,4022,8515,8874,6548
"ENSMUSG00000021214.15","Akr1c18",0,0,0,0,1,4,0,0
"ENSMUSG00000021213.13","Akr1c13",23,12,17,9,1534,1818,1353,1466
"ENSMUSG00000071551.14","Akr1c19",48,36,102,29,474,689,1154,1121
"ENSMUSG00000021211.5","Akr1c12",1,1,0,1,918,1370,1048,1049
"ENSMUSG00000021210.17","Akr1c6",1,0,0,0,19691,25034,20152,20790
"ENSMUSG00000054757.15","Akr1c20",0,0,0,0,1852,2866,1308,1507
"ENSMUSG00000021207.10","Akr1c21",5,1,6,2,5,5,4,1
"ENSMUSG00000045410.19","Akr1e1",727,499,690,273,798,1042,621,588
"ENSMUSG00000000078.8","Klf6",1644,1477,1805,694,169,335,132,95
"ENSMUSG00000021193.11","Pitrm1",1711,1457,1879,680,516,935,448,338
"ENSMUSG00000021196.15","Pfkp",2102,1755,1786,534,46,89,28,20
"ENSMUSG00000052551.17","Adarb2",9,19,13,6,7,9,5,3
"ENSMUSG00000021147.18","Wdr37",1163,941,1204,396,213,423,137,127
"ENSMUSG00000058258.16","Idi1",56,51,48,27,819,1498,501,322
"ENSMUSG00000021149.9","Gtpbp4",1064,839,1006,351,674,1030,524,375
"ENSMUSG00000033499.15","Larp4b",3769,3112,3005,1271,1539,2021,1161,784
"ENSMUSG00000048264.17","Dip2c",2693,2063,2563,1022,329,553,300,182
"ENSMUSG00000021156.18","Zmynd11",1629,1354,1530,553,198,526,257,157
"ENSMUSG00000046159.17","Chrm3",29,37,34,15,253,389,32,17
"ENSMUSG00000021313.18","Ryr2",72569,61889,63057,25744,3,0,0,0
"ENSMUSG00000021311.10","Mtr",8632,6163,5390,2376,203,289,124,91
"ENSMUSG00000052374.17","Actn2",58380,50552,53203,19446,0,0,0,0
"ENSMUSG00000050244.10","Heatr1",568,574,451,133,555,909,274,228
"ENSMUSG00000057554.14","Lgals8",857,677,1051,321,1846,3666,1564,1152
"ENSMUSG00000095105.3","Edaradd",3,3,0,1,5,2,1,1
"ENSMUSG00000057069.8","Ero1b",200,130,156,61,2697,3642,848,524
"ENSMUSG00000056457.7","Prl2c3",0,1,10,1,0,0,0,0
"ENSMUSG00000021306.12","Gpr137b",155,110,230,41,22,34,27,13
"ENSMUSG00000005397.9","Nid1",4855,3897,5081,1716,188,341,221,112
"ENSMUSG00000019726.13","Lyst",474,420,464,190,317,518,494,349
"ENSMUSG00000021303.15","Gng4",20,17,11,1,0,0,0,0
"ENSMUSG00000039242.11","B3galnt2",889,739,565,198,222,464,125,103
"ENSMUSG00000039233.13","Tbce",1002,920,1149,438,402,523,281,205
"ENSMUSG00000021302.11","Ggps1",613,441,678,257,117,258,122,110
"ENSMUSG00000039219.19","Arid4b",685,536,890,263,231,553,206,151
"ENSMUSG00000021301.10","Hecw1",6,3,1,1,0,0,0,0
"ENSMUSG00000015672.5","Mrpl32",547,436,585,200,326,554,301,261
"ENSMUSG00000015671.12","Psma2",2275,1751,2156,812,1596,2378,1124,913
"ENSMUSG00000021318.16","Gli3",81,71,148,55,7,10,10,8
"ENSMUSG00000041324.15","Inhba",2,2,0,0,1,8,0,2
"ENSMUSG00000055137.8","Sugct",53,42,49,20,557,855,369,453
"ENSMUSG00000012429.10","Mplkip",106,74,133,34,105,128,83,73
"ENSMUSG00000041297.9","Cdk13",1242,954,1223,449,416,757,360,269
"ENSMUSG00000008859.9","Rala",1223,1005,1020,367,484,615,249,218
"ENSMUSG00000075054.6","Yae1d1",174,152,132,14,25,52,26,8
"ENSMUSG00000009734.20","Pou6f2",2,0,3,0,0,3,0,0
"ENSMUSG00000041236.9","Vps41",1340,1018,1416,562,906,1369,925,667
"ENSMUSG00000021314.14","Amph",54,39,77,38,1,0,2,0
"ENSMUSG00000003062.14","Stard3nl",311,243,308,103,178,252,182,135
"ENSMUSG00000002808.8","Epdr1",924,796,946,337,6,6,12,5
"ENSMUSG00000021319.8","Sfrp4",6,3,4,0,2,1,0,0
"ENSMUSG00000041138.17","Nme8",3,2,1,0,0,0,0,0
"ENSMUSG00000047462.10","Gpr141b",4,3,6,1,1,0,1,0
"ENSMUSG00000053101.4","Gpr141",3,9,7,2,5,6,5,1
"ENSMUSG00000041112.18","Elmo1",315,314,444,167,39,54,36,14
"ENSMUSG00000021322.9","Aoah",54,47,90,36,22,49,31,7
"ENSMUSG00000021326.14","Trim27",267,229,281,91,490,474,179,151
"ENSMUSG00000004341.9","Gpx6",0,0,0,0,29,38,26,47
"ENSMUSG00000036721.15","Zscan12",194,148,223,60,126,142,101,56
"ENSMUSG00000021327.20","Zkscan3",1615,1292,1070,461,982,1462,446,341
"ENSMUSG00000055313.16","Pgbd1",48,31,49,14,21,14,21,7
"ENSMUSG00000022228.15","Zscan26",247,254,239,99,95,167,106,77
"ENSMUSG00000059395.5","Nkapl",11,3,18,1,5,10,6,6
"ENSMUSG00000054931.10","Zkscan4",3,3,7,1,0,2,3,4
"ENSMUSG00000078139.4","AK157302",7,9,6,5,1,2,0,0
"ENSMUSG00000079941.3","Cox5b-ps",882,785,858,338,134,146,76,53
"ENSMUSG00000063894.16","Zkscan8",536,495,556,186,112,160,95,68
"ENSMUSG00000067455.6","H4c11",1,0,0,2,2,5,0,0
"ENSMUSG00000064288.5","H4c12",4,3,7,2,1,4,0,0
"ENSMUSG00000095217.2","H2bc15",5,3,7,0,0,0,0,0
"ENSMUSG00000058773.3","H1f5",5,2,2,2,0,1,0,0
"ENSMUSG00000101972.2","H3c11",7,13,4,0,1,3,0,0
"ENSMUSG00000069306.6","H4c17",10,5,4,2,1,0,1,0
"ENSMUSG00000069305.4","H4c18",0,2,2,0,1,0,0,0
"ENSMUSG00000006720.17","Zfp184",19,9,18,1,2,1,8,0
"ENSMUSG00000006179.10","Prss16",7,1,1,0,0,0,0,0
"ENSMUSG00000060639.6","H4c9",70,69,39,15,39,35,4,9
"ENSMUSG00000069300.4","H2bc11",4,4,2,1,2,4,0,0
"ENSMUSG00000036376.4","Abt1",316,278,243,105,264,286,103,88
"ENSMUSG00000060981.8","H4c8",161,127,148,74,27,40,8,1
"ENSMUSG00000061991.3","H2ac10",4,4,4,1,1,0,0,0
"ENSMUSG00000099517.3","H3c8",16,10,16,3,0,1,0,0
"ENSMUSG00000114456.2","H2bc9",13,9,14,5,6,4,2,2
"ENSMUSG00000100210.3","H3c7",15,12,12,0,1,3,2,0
"ENSMUSG00000052565.8","H1f3",26,13,8,4,26,26,0,2
"ENSMUSG00000069273.3","H3c6",6,5,3,2,0,4,3,0
"ENSMUSG00000069272.7","H2ac8",3,2,2,0,2,1,1,1
"ENSMUSG00000058385.9","H2bc8",9,9,13,0,4,9,0,0
"ENSMUSG00000069268.5","H2bc7",0,1,2,1,1,0,0,0
"ENSMUSG00000071478.7","H2ac7",5,4,1,0,0,0,0,0
"ENSMUSG00000099583.3","H3c4",30,15,8,4,10,7,0,0
"ENSMUSG00000061482.8","H4c4",6,4,1,1,6,7,2,0
"ENSMUSG00000047246.8","H2bc6",206,189,160,57,96,126,7,6
"ENSMUSG00000051627.4","H1f4",78,58,56,10,25,67,1,4
"ENSMUSG00000069270.7","H2ac6",40,19,25,4,21,23,0,0
"ENSMUSG00000018102.6","H2bc4",1213,993,966,390,2519,3476,896,555
"ENSMUSG00000036211.5","H1f6",0,0,0,0,5,1,0,0
"ENSMUSG00000060678.6","H4c3",10,5,2,2,7,15,1,3
"ENSMUSG00000006611.16","Hfe",1318,1033,1482,509,780,1353,607,430
"ENSMUSG00000036181.3","H1f2",1567,1264,2421,723,1309,1433,612,421
"ENSMUSG00000075031.5","H2bc3",5,2,9,5,2,1,0,0
"ENSMUSG00000069267.3","H3c2",0,1,1,0,5,6,0,0
"ENSMUSG00000060093.7","H4c1",0,0,2,0,1,2,0,0
"ENSMUSG00000049539.4","H1f1",1,6,2,1,1,5,0,0
"ENSMUSG00000064140.4","Trim38",0,3,5,1,0,1,1,2
"ENSMUSG00000036110.15","Slc17a2",0,0,0,0,2531,5148,2681,1507
"ENSMUSG00000036083.16","Slc17a3",0,0,0,0,2836,4037,1098,723
"ENSMUSG00000021335.14","Slc17a1",0,0,0,0,232,449,133,99
"ENSMUSG00000021336.18","Slc17a4",1,0,0,0,1312,1880,279,291
"ENSMUSG00000021338.18","Carmil1",85,110,136,47,163,330,186,251
"ENSMUSG00000016756.18","Cmah",130,136,179,54,3363,6851,2222,1474
"ENSMUSG00000036006.21","Ripor2",235,219,403,157,65,111,68,88
"ENSMUSG00000085861.2","Armh2",2,0,0,0,2,4,1,1
"ENSMUSG00000006715.12","Gmnn",815,597,1027,372,52,59,114,137
"ENSMUSG00000019132.12","BC005537",5880,4701,7191,2397,2261,3743,2246,1793
"ENSMUSG00000006717.8","Acot13",6268,4669,5410,2038,602,797,567,602
"ENSMUSG00000035958.4","Tdp2",342,254,407,123,331,425,272,214
"ENSMUSG00000006711.16","D130043K22Rik",5,4,4,3,35,26,60,64
"ENSMUSG00000035936.7","Aldh5a1",485,391,522,169,271,374,207,158
"ENSMUSG00000021340.14","Gpld1",120,90,78,37,4013,4942,2934,2356
"ENSMUSG00000021339.5","Mrs2",1071,947,750,261,107,215,124,109
"ENSMUSG00000035910.16","Dcdc2a",2,0,0,0,33,54,27,20
"ENSMUSG00000076431.5","Sox4",659,563,593,229,28,67,25,22
"ENSMUSG00000006191.18","Cdkal1",554,462,469,203,206,350,106,95
"ENSMUSG00000016477.19","E2f3",544,430,467,147,106,142,100,69
"ENSMUSG00000038732.16","Mboat1",444,266,362,171,154,288,4,7
"ENSMUSG00000049115.16","Agtr1a",1098,927,1593,589,807,1056,862,532
"ENSMUSG00000038462.4","Uqcrfs1",23151,17643,23245,8968,3681,5050,2401,2390
"ENSMUSG00000069255.14","Dusp22",629,486,547,209,206,324,280,189
"ENSMUSG00000021356.11","Irf4",48,41,60,11,4,3,4,11
"ENSMUSG00000021357.15","Exoc2",618,523,724,292,170,241,162,109
"ENSMUSG00000038415.11","Foxq1",2,2,7,1,196,427,885,786
"ENSMUSG00000038402.3","Foxf2",11,4,1,0,0,0,1,0
"ENSMUSG00000050295.5","Foxc1",77,74,103,69,0,2,0,2
"ENSMUSG00000038372.15","Gmds",96,84,160,37,124,119,34,30
"ENSMUSG00000044951.18","Mylk4",6757,5927,9019,4106,0,0,0,0
"ENSMUSG00000021400.9","Wrnip1",592,465,559,235,829,1101,402,261
"ENSMUSG00000044734.17","Serpinb1a",97,74,99,28,29,40,20,18
"ENSMUSG00000079049.10","Serpinb1c",17,9,16,3,0,0,0,0
"ENSMUSG00000042842.12","Serpinb6b",898,615,1538,528,31,75,40,35
"ENSMUSG00000045827.11","Serpinb9",548,499,478,180,111,263,172,130
"ENSMUSG00000021403.4","Serpinb9b",7,5,5,0,0,2,0,4
"ENSMUSG00000052180.16","Serpinb6c",0,0,5,0,0,0,0,0
"ENSMUSG00000060147.16","Serpinb6a",2340,1779,2316,808,193,297,275,226
"ENSMUSG00000021408.16","Ripk1",282,219,263,89,597,1371,414,323
"ENSMUSG00000038286.12","Bphl",699,525,655,273,2170,3281,1800,1669
"ENSMUSG00000058672.8","Tubb2a",941,779,335,113,4986,6655,127,92
"ENSMUSG00000045136.7","Tubb2b",92,70,38,11,6,8,0,0
"ENSMUSG00000071451.11","Psmg4",154,129,152,52,109,157,51,71
"ENSMUSG00000038267.16","Slc22a23",778,514,586,224,1405,1922,1399,831
"ENSMUSG00000021411.17","Pxdc1",445,354,276,116,1793,2130,585,478
"ENSMUSG00000038246.8","Fam50b",0,0,0,0,3,1,1,0
"ENSMUSG00000021413.10","Prpf4b",1557,1346,1281,472,862,1188,463,323
"ENSMUSG00000021414.9","Fam217a",11,8,5,6,0,1,0,1
"ENSMUSG00000021417.16","Eci2",1579,1287,1452,498,546,1010,1431,980
"ENSMUSG00000059288.15","Cdyl",235,195,320,103,64,95,68,37
"ENSMUSG00000021418.16","Rpp40",101,49,101,36,78,110,77,57
"ENSMUSG00000050423.12","Ppp1r3g",21,11,12,4,1,0,7,3
"ENSMUSG00000046573.8","Lyrm4",204,136,212,53,87,110,64,58
"ENSMUSG00000021420.14","Fars2",1570,1273,1515,597,525,741,422,392
"ENSMUSG00000039114.17","Nrn1",178,179,146,92,2704,3998,1656,1444
"ENSMUSG00000039109.18","F13a1",773,686,859,243,5,21,9,1
"ENSMUSG00000021423.7","Ly86",73,74,125,43,118,147,127,42
"ENSMUSG00000039087.18","Rreb1",2468,2106,1906,669,451,608,476,333
"ENSMUSG00000021427.11","Ssr1",1728,1443,1495,551,2941,3985,1290,843
"ENSMUSG00000044566.16","Cage1",32,39,24,9,10,11,11,9
"ENSMUSG00000021428.10","Riok1",269,184,238,75,127,190,90,65
"ENSMUSG00000054889.11","Dsp",43092,38361,46715,19242,802,1018,728,383
"ENSMUSG00000021431.17","Snrnp48",343,270,429,165,310,396,156,119
"ENSMUSG00000039004.7","Bmp6",1067,904,1050,350,45,80,88,35
"ENSMUSG00000038991.18","Txndc5",1508,1174,1427,513,4304,5525,3011,1893
"ENSMUSG00000038982.11","Bloc1s5",506,446,420,174,428,578,322,285
"ENSMUSG00000001707.9","Eef1e1",331,248,215,78,112,265,111,79
"ENSMUSG00000021432.16","Slc35b3",121,80,111,53,190,368,161,108
"ENSMUSG00000047094.10","Ofcc1",1,1,5,1,2,1,0,0
"ENSMUSG00000021359.17","Tfap2a",4,1,0,2,0,0,0,0
"ENSMUSG00000021360.17","Gcnt2",139,120,161,44,115,249,90,54
"ENSMUSG00000038683.17","Pak1ip1",815,668,757,204,760,843,418,389
"ENSMUSG00000021361.8","Tmem14c",2370,1817,1911,760,2306,3165,1706,1662
"ENSMUSG00000021363.15","Mak",3,0,6,2,0,1,0,1
"ENSMUSG00000021364.17","Elovl2",4,0,0,2,9168,16324,7606,4645
"ENSMUSG00000091264.4","Smim13",1623,1268,1252,468,304,551,299,235
"ENSMUSG00000021365.16","Nedd9",1215,1001,596,202,75,207,70,46
"ENSMUSG00000087370.4","Tmem170b",1119,832,842,337,277,576,267,181
"ENSMUSG00000058022.16","Adtrp",1,3,0,1,2797,4356,2295,1642
"ENSMUSG00000021366.9","Hivep1",2052,1839,1429,511,247,766,163,154
"ENSMUSG00000021367.9","Edn1",113,103,71,26,10,10,10,4
"ENSMUSG00000054728.18","Phactr1",208,129,316,115,18,10,5,7
"ENSMUSG00000021368.16","Tbc1d7",396,309,436,165,193,235,99,104
"ENSMUSG00000051335.7","Gfod1",3110,2619,1447,499,155,125,27,22
"ENSMUSG00000054021.7","Sirt5",956,857,1006,394,261,314,213,230
"ENSMUSG00000063200.5","Nol7",1060,710,1059,458,440,669,362,288
"ENSMUSG00000038546.10","Ranbp9",881,715,721,300,326,740,296,188
"ENSMUSG00000021371.6","Mcur1",2990,2459,3054,1184,767,1354,684,510
"ENSMUSG00000015396.5","Cd83",200,138,122,54,31,70,21,29
"ENSMUSG00000038518.16","Jarid2",4199,5040,4531,1787,29882,41725,15830,9930
"ENSMUSG00000057531.16","Dtnbp1",2341,1902,2158,777,542,699,479,371
"ENSMUSG00000038175.11","Mylip",498,443,1246,461,109,159,199,92
"ENSMUSG00000000253.14","Gmpr",3044,2434,3046,1297,27,20,3,11
"ENSMUSG00000046876.17","Atxn1",830,659,679,259,272,347,77,69
"ENSMUSG00000063529.4","Stmnd1",1,2,1,2,0,0,0,0
"ENSMUSG00000038132.7","Rbm24",5028,4021,4557,2380,1,0,0,0
"ENSMUSG00000021373.17","Cap2",4779,3713,3812,1327,1,6,0,0
"ENSMUSG00000069237.9","Fam8a1",1100,859,1037,410,1159,1803,957,615
"ENSMUSG00000021374.11","Nup153",1233,1085,1241,398,345,836,294,214
"ENSMUSG00000021375.12","Kif13a",6595,5800,5629,2247,264,401,240,190
"ENSMUSG00000044231.4","Nhlrc1",353,280,310,75,50,34,16,26
"ENSMUSG00000021376.12","Tpmt",101,74,89,53,543,962,656,649
"ENSMUSG00000038080.18","Kdm1b",681,499,675,229,409,805,372,305
"ENSMUSG00000021377.16","Dek",760,582,1025,379,384,706,469,286
"ENSMUSG00000038068.16","Rnf144b",1152,1154,1169,473,1667,2769,724,579
"ENSMUSG00000021379.3","Id4",20,12,9,1,22,20,13,4
"ENSMUSG00000050954.16","Zfp169",101,71,89,29,22,36,30,18
"ENSMUSG00000038042.12","Ptpdc1",239,216,269,95,11,12,14,6
"ENSMUSG00000038025.9","Phf2",2289,1988,1836,605,323,571,285,129
"ENSMUSG00000038014.8","Fam120a",6021,5211,5363,1925,2254,3797,2221,1509
"ENSMUSG00000037989.17","Wnk2",3910,3284,3267,1264,3,7,8,3
"ENSMUSG00000037966.16","Ninj1",1783,1446,1372,473,2829,3900,1515,1081
"ENSMUSG00000037960.12","Card19",2097,1764,1495,547,155,154,94,55
"ENSMUSG00000021384.15","Susd3",30,14,28,21,3,3,12,1
"ENSMUSG00000037946.12","Fgd3",67,81,103,22,33,46,15,11
"ENSMUSG00000037933.17","Bicd2",5034,4220,4216,1645,263,393,151,112
"ENSMUSG00000021385.11","Ippk",310,240,250,108,214,334,134,88
"ENSMUSG00000021391.11","Cenpp",224,172,214,74,2,10,7,9
"ENSMUSG00000021392.9","Nol8",667,561,657,243,264,474,133,132
"ENSMUSG00000037851.15","Iars1",2407,1982,2200,763,965,1326,501,297
"ENSMUSG00000114073.2","Spata31e1",0,0,13,1,0,0,0,0
"ENSMUSG00000021395.12","Spin1",1295,1053,1089,429,1194,2517,826,542
"ENSMUSG00000021396.6","Nxnl2",2,3,2,0,0,1,2,0
"ENSMUSG00000067586.5","S1pr3",864,589,878,266,53,52,38,20
"ENSMUSG00000021448.9","Shc3",23,21,43,16,0,2,0,0
"ENSMUSG00000062248.6","Cks2",11,19,20,9,327,345,159,121
"ENSMUSG00000035139.15","Secisbp2",449,390,537,210,322,505,174,135
"ENSMUSG00000021451.17","Sema4d",1361,1068,1537,550,28,42,23,11
"ENSMUSG00000021453.3","Gadd45g",365,299,226,110,95,239,185,232
"ENSMUSG00000047842.8","Diras2",8,11,13,2,0,0,1,0
"ENSMUSG00000021457.15","Syk",1536,1291,1225,388,144,201,89,35
"ENSMUSG00000021460.18","Auh",2239,1693,2478,986,439,600,584,513
"ENSMUSG00000056749.8","Nfil3",1291,1044,169,66,1925,4170,176,96
"ENSMUSG00000021464.16","Ror2",45,35,58,23,2,1,0,0
"ENSMUSG00000021468.9","Sptlc1",511,405,522,170,544,818,302,245
"ENSMUSG00000021469.10","Msx2",16,19,10,6,0,0,0,0
"ENSMUSG00000021478.7","Drd1",5,5,6,3,0,0,0,0
"ENSMUSG00000021474.10","Sfxn1",287,216,339,130,1652,2657,1478,1435
